"TIME","GEO","UNIT","CRIM","Value","Flag and Footnotes"
"2002","Bulgaria","Number","Drug trafficking","1,648",""
"2002","Czech Republic","Number","Total","372,341",""
"2002","Czech Republic","Number","Homicide","147",""
"2002","Czech Republic","Number","Violent crime","23,956",""
"2002","Czech Republic","Number","Robbery","5,434",""
"2002","Czech Republic","Number","Domestic burglary","11,933",""
"2002","Czech Republic","Number","Motor vehicle theft","26,143",""
"2002","Czech Republic","Number","Drug trafficking","4,114",""
"2002","Denmark","Number","Total","491,511",""
"2002","Denmark","Number","Homicide","58",""
"2002","Denmark","Number","Violent crime","18,832",""
"2002","Denmark","Number","Robbery","6,033",""
"2002","Denmark","Number","Domestic burglary","35,557",""
"2002","Denmark","Number","Motor vehicle theft","37,390",""
"2002","Denmark","Number","Drug trafficking","2,675",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Total","6,507,394",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Homicide","955",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Violent crime","197,492",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Robbery","58,867",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Domestic burglary","130,055",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Motor vehicle theft","116,230",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Drug trafficking","76,038",""
"2002","Estonia","Number","Total","53,293",""
"2002","Estonia","Number","Homicide","142",""
"2002","Estonia","Number","Violent crime",":",""
"2002","Estonia","Number","Robbery",":",""
"2002","Estonia","Number","Domestic burglary","7,356",""
"2002","Estonia","Number","Motor vehicle theft","2,628",""
"2002","Estonia","Number","Drug trafficking","632",""
"2002","Ireland","Number","Total","106,415",""
"2002","Ireland","Number","Homicide","59",""
"2002","Ireland","Number","Violent crime","11,976",""
"2002","Ireland","Number","Robbery","1,688",""
"2002","Ireland","Number","Domestic burglary","15,474",""
"2002","Ireland","Number","Motor vehicle theft","14,111",""
"2002","Ireland","Number","Drug trafficking","2,632",""
"2002","Greece","Number","Total","441,138",""
"2002","Greece","Number","Homicide","94",""
"2002","Greece","Number","Violent crime","7,507",""
"2002","Greece","Number","Robbery","1,992",""
"2002","Greece","Number","Domestic burglary","31,805",""
"2002","Greece","Number","Motor vehicle theft","5,385",""
"2002","Greece","Number","Drug trafficking","10,424",""
"2002","Spain","Number","Total","2,183,457",""
"2002","Spain","Number","Homicide","564",""
"2002","Spain","Number","Violent crime","120,581",""
"2002","Spain","Number","Robbery","104,380",""
"2002","Spain","Number","Domestic burglary","93,751",""
"2002","Spain","Number","Motor vehicle theft","156,232",""
"2002","Spain","Number","Drug trafficking","12,133",""
"2002","France","Number","Total","4,113,882",""
"2002","France","Number","Homicide","1,119",""
"2002","France","Number","Violent crime","288,927",""
"2002","France","Number","Robbery","133,137",""
"2002","France","Number","Domestic burglary","224,223",""
"2002","France","Number","Motor vehicle theft","382,148",""
"2002","France","Number","Drug trafficking","5,165",""
"2002","France (metropolitan)","Number","Total","4,113,882",""
"2002","France (metropolitan)","Number","Homicide","1,119",""
"2002","France (metropolitan)","Number","Violent crime","288,927",""
"2002","France (metropolitan)","Number","Robbery","133,137",""
"2002","France (metropolitan)","Number","Domestic burglary","224,223",""
"2002","France (metropolitan)","Number","Motor vehicle theft","382,148",""
"2002","France (metropolitan)","Number","Drug trafficking","5,165",""
"2002","Croatia","Number","Total","77,905",""
"2002","Croatia","Number","Homicide","88",""
"2002","Croatia","Number","Violent crime","8,802",""
"2002","Croatia","Number","Robbery","1,204",""
"2002","Croatia","Number","Domestic burglary","4,174",""
"2002","Croatia","Number","Motor vehicle theft","2,404",""
"2002","Croatia","Number","Drug trafficking","8,717",""
"2002","Italy","Number","Total","2,231,550",""
"2002","Italy","Number","Homicide","691",""
"2002","Italy","Number","Violent crime","106,624",""
"2002","Italy","Number","Robbery","68,248",""
"2002","Italy","Number","Domestic burglary","169,430",""
"2002","Italy","Number","Motor vehicle theft","232,564",""
"2002","Italy","Number","Drug trafficking","37,965",""
"2002","Cyprus","Number","Total","4,758",""
"2002","Cyprus","Number","Homicide","3",""
"2002","Cyprus","Number","Violent crime","203",""
"2002","Cyprus","Number","Robbery","36",""
"2002","Cyprus","Number","Domestic burglary","1,228",""
"2002","Cyprus","Number","Motor vehicle theft","1,206",""
"2002","Cyprus","Number","Drug trafficking","433",""
"2002","Latvia","Number","Total","49,329",""
"2002","Latvia","Number","Homicide","207",""
"2002","Latvia","Number","Violent crime","3,407",""
"2002","Latvia","Number","Robbery","2,664",""
"2002","Latvia","Number","Domestic burglary","5,177",""
"2002","Latvia","Number","Motor vehicle theft","2,845",""
"2002","Latvia","Number","Drug trafficking","629",""
"2002","Lithuania","Number","Total","72,646",""
"2002","Lithuania","Number","Homicide","316",""
"2002","Lithuania","Number","Violent crime","5,492",""
"2002","Lithuania","Number","Robbery","4,535",""
"2002","Lithuania","Number","Domestic burglary","6,989",""
"2002","Lithuania","Number","Motor vehicle theft","6,484",""
"2002","Lithuania","Number","Drug trafficking","213",""
"2002","Luxembourg","Number","Total","26,046",""
"2002","Luxembourg","Number","Homicide","4",""
"2002","Luxembourg","Number","Violent crime","2,069",""
"2002","Luxembourg","Number","Robbery","367",""
"2002","Luxembourg","Number","Domestic burglary","1,992",""
"2002","Luxembourg","Number","Motor vehicle theft","519",""
"2002","Luxembourg","Number","Drug trafficking","1,321",""
"2002","Hungary","Number","Total","420,782",""
"2002","Hungary","Number","Homicide","203",""
"2002","Hungary","Number","Violent crime","31,221",""
"2002","Hungary","Number","Robbery","3,389",""
"2002","Hungary","Number","Domestic burglary","22,907",""
"2002","Hungary","Number","Motor vehicle theft","11,569",""
"2002","Hungary","Number","Drug trafficking","4,790",""
"2002","Malta","Number","Total","17,023",""
"2002","Malta","Number","Homicide","5",""
"2002","Malta","Number","Violent crime",":",""
"2002","Malta","Number","Robbery","156",""
"2002","Malta","Number","Domestic burglary","679",""
"2002","Malta","Number","Motor vehicle theft","707",""
"2002","Malta","Number","Drug trafficking",":",""
"2002","Netherlands","Number","Total","1,401,871",""
"2002","Netherlands","Number","Homicide","195",""
"2002","Netherlands","Number","Violent crime","104,336",""
"2002","Netherlands","Number","Robbery","20,647",""
"2002","Netherlands","Number","Domestic burglary","101,920",""
"2002","Netherlands","Number","Motor vehicle theft","42,428",""
"2002","Netherlands","Number","Drug trafficking","12,752",""
"2002","Austria","Number","Total","591,584",""
"2002","Austria","Number","Homicide","65",""
"2002","Austria","Number","Violent crime","36,998",""
"2002","Austria","Number","Robbery","3,638",""
"2002","Austria","Number","Domestic burglary","12,674",""
"2002","Austria","Number","Motor vehicle theft","5,489",""
"2002","Austria","Number","Drug trafficking","2,320",""
"2002","Poland","Number","Total","1,404,229",""
"2002","Poland","Number","Homicide","716",""
"2002","Poland","Number","Violent crime","74,875",""
"2002","Poland","Number","Robbery","40,345",""
"2002","Poland","Number","Domestic burglary","67,290",""
"2002","Poland","Number","Motor vehicle theft","53,674",""
"2002","Poland","Number","Drug trafficking","2,371",""
"2002","Portugal","Number","Total","391,599",""
"2002","Portugal","Number","Homicide","119",""
"2002","Portugal","Number","Violent crime","22,945",""
"2002","Portugal","Number","Robbery","19,764",""
"2002","Portugal","Number","Domestic burglary","19,989",""
"2002","Portugal","Number","Motor vehicle theft","30,250",""
"2002","Portugal","Number","Drug trafficking","4,053",""
"2002","Romania","Number","Total","312,204",""
"2002","Romania","Number","Homicide","563",""
"2002","Romania","Number","Violent crime","7,130",""
"2002","Romania","Number","Robbery","3,025",""
"2002","Romania","Number","Domestic burglary","12,001",""
"2002","Romania","Number","Motor vehicle theft","1,297",""
"2002","Romania","Number","Drug trafficking","1,074",""
"2002","Slovenia","Number","Total","77,218",""
"2002","Slovenia","Number","Homicide","29",""
"2002","Slovenia","Number","Violent crime","3,070",""
"2002","Slovenia","Number","Robbery","449",""
"2002","Slovenia","Number","Domestic burglary","3,051",""
"2002","Slovenia","Number","Motor vehicle theft","815",""
"2002","Slovenia","Number","Drug trafficking","1,162",""
"2002","Slovakia","Number","Total","107,373",""
"2002","Slovakia","Number","Homicide","128",""
"2002","Slovakia","Number","Violent crime","15,020",""
"2002","Slovakia","Number","Robbery","1,578",""
"2002","Slovakia","Number","Domestic burglary","2,785",""
"2002","Slovakia","Number","Motor vehicle theft","5,099",""
"2002","Slovakia","Number","Drug trafficking","674",""
"2002","Finland","Number","Total","435,009",""
"2002","Finland","Number","Homicide","132",""
"2002","Finland","Number","Violent crime","34,186",""
"2002","Finland","Number","Robbery","2,120",""
"2002","Finland","Number","Domestic burglary","7,406",""
"2002","Finland","Number","Motor vehicle theft","23,115",""
"2002","Finland","Number","Drug trafficking","6,617",""
"2002","Sweden","Number","Total","1,234,784",""
"2002","Sweden","Number","Homicide","101",""
"2002","Sweden","Number","Violent crime","79,455",""
"2002","Sweden","Number","Robbery","8,974",""
"2002","Sweden","Number","Domestic burglary","16,562",""
"2002","Sweden","Number","Motor vehicle theft","75,593",""
"2002","Sweden","Number","Drug trafficking","5,259",""
"2002","England and Wales","Number","Total","5,974,960",""
"2002","England and Wales","Number","Homicide","1,047",""
"2002","England and Wales","Number","Violent crime","1,014,239",""
"2002","England and Wales","Number","Robbery","110,271",""
"2002","England and Wales","Number","Domestic burglary","437,583",""
"2002","England and Wales","Number","Motor vehicle theft","318,507",""
"2002","England and Wales","Number","Drug trafficking","22,435",""
"2002","Scotland","Number","Total","427,034",""
"2002","Scotland","Number","Homicide","128",""
"2002","Scotland","Number","Violent crime","28,183",""
"2002","Scotland","Number","Robbery","4,938",""
"2002","Scotland","Number","Domestic burglary","29,623",""
"2002","Scotland","Number","Motor vehicle theft","22,495",""
"2002","Scotland","Number","Drug trafficking","10,327",""
"2002","Northern Ireland (UK)","Number","Total","142,496",""
